session_id,user_id,page,sponsored_listing_viewed,banner_viewed,homepage_promo_seen,product_search_view,sponsored_listing_viewed_cost,banner_viewed_cost,homepage_promo_seen_cost,product_search_view_cost,session_total_cost
S1725,U1203,product,1,0,0,1,2.38,0.0,0.0,0.11,2.49
S1726,U1203,search,0,1,0,0,0.0,0.31,0.0,0.0,0.31
S1727,U1203,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1728,U1204,product,0,0,1,1,0.0,0.0,1.97,0.08,2.05
S1729,U1204,category,0,0,0,1,0.0,0.0,0.0,0.26,0.26
S1730,U1205,search,0,0,1,1,0.0,0.0,1.31,0.42,1.73
S1731,U1205,category,0,1,0,1,0.0,0.91,0.0,0.41,1.32
S1732,U1205,search,0,0,1,1,0.0,0.0,1.32,0.15,1.47
S1733,U1205,offers,0,0,1,1,0.0,0.0,1.64,0.3,1.94
S1734,U1206,offers,0,0,1,0,0.0,0.0,0.25,0.0,0.25
S1735,U1206,category,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S1736,U1207,category,0,0,1,1,0.0,0.0,0.91,0.33,1.24
S1737,U1207,category,0,0,0,1,0.0,0.0,0.0,0.45,0.45
S1738,U1208,search,1,0,1,0,0.82,0.0,0.72,0.0,1.54
S1739,U1208,home,0,0,0,1,0.0,0.0,0.0,0.19,0.19
S1740,U1208,search,1,0,1,1,2.44,0.0,0.75,0.32,3.51
S1741,U1208,product,1,0,1,0,2.7,0.0,0.74,0.0,3.44
S1742,U1208,search,0,1,0,1,0.0,0.29,0.0,0.36,0.65
S1743,U1209,home,0,1,1,0,0.0,0.66,1.51,0.0,2.17
S1744,U1209,product,1,1,1,0,1.79,0.44,1.11,0.0,3.34
S1745,U1209,search,0,1,1,0,0.0,0.32,0.8,0.0,1.12
S1746,U1209,search,0,0,1,1,0.0,0.0,1.4,0.43,1.83
S1747,U1210,product,1,1,0,1,2.62,0.38,0.0,0.33,3.33
S1748,U1210,offers,0,1,0,1,0.0,0.82,0.0,0.1,0.92
S1749,U1210,product,1,0,1,1,2.0,0.0,0.96,0.35,3.31
S1750,U1210,product,1,0,0,0,0.96,0.0,0.0,0.0,0.96
S1751,U1211,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1752,U1211,offers,1,0,1,1,0.85,0.0,0.37,0.33,1.55
S1753,U1211,home,1,1,0,0,2.12,0.38,0.0,0.0,2.5
S1754,U1211,home,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S1755,U1211,search,1,0,0,0,1.24,0.0,0.0,0.0,1.24
S1756,U1212,search,0,1,0,1,0.0,0.62,0.0,0.13,0.75
S1757,U1212,home,0,0,1,1,0.0,0.0,1.97,0.46,2.43
S1758,U1213,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1759,U1213,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1760,U1213,search,1,1,0,1,0.97,0.86,0.0,0.18,2.01
S1761,U1213,product,0,0,1,1,0.0,0.0,0.74,0.46,1.2
S1762,U1213,product,1,0,0,0,0.86,0.0,0.0,0.0,0.86
S1763,U1214,search,0,1,1,1,0.0,0.77,1.25,0.13,2.15
S1764,U1214,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1765,U1214,offers,0,1,0,1,0.0,0.38,0.0,0.29,0.67
S1766,U1214,offers,0,1,1,0,0.0,0.5,1.38,0.0,1.88
S1767,U1214,category,0,0,1,1,0.0,0.0,1.02,0.37,1.39
S1768,U1215,category,0,0,1,0,0.0,0.0,1.04,0.0,1.04
S1769,U1215,home,1,1,0,0,1.05,0.47,0.0,0.0,1.52
S1770,U1215,category,0,0,1,1,0.0,0.0,1.05,0.44,1.49
S1771,U1216,product,0,1,1,1,0.0,0.32,0.65,0.13,1.1
S1772,U1216,home,0,0,1,1,0.0,0.0,1.17,0.5,1.67
S1773,U1216,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1774,U1216,product,0,0,1,1,0.0,0.0,1.58,0.11,1.69
S1775,U1216,category,1,0,1,1,2.42,0.0,1.21,0.25,3.88
S1776,U1217,product,0,0,0,1,0.0,0.0,0.0,0.05,0.05
S1777,U1217,offers,0,1,1,0,0.0,0.65,1.73,0.0,2.38
S1778,U1217,product,1,1,0,1,1.8,0.16,0.0,0.11,2.07
S1779,U1217,product,0,1,1,0,0.0,0.14,1.98,0.0,2.12
S1780,U1217,search,0,0,0,1,0.0,0.0,0.0,0.16,0.16
S1781,U1218,search,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S1782,U1218,product,0,0,0,1,0.0,0.0,0.0,0.5,0.5
S1783,U1218,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1784,U1219,category,0,0,1,1,0.0,0.0,0.98,0.06,1.04
S1785,U1219,offers,0,0,0,1,0.0,0.0,0.0,0.47,0.47
S1786,U1219,offers,1,0,0,0,1.46,0.0,0.0,0.0,1.46
S1787,U1220,product,0,1,0,0,0.0,0.75,0.0,0.0,0.75
S1788,U1220,product,0,1,0,1,0.0,0.25,0.0,0.15,0.4
S1789,U1220,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1790,U1220,product,0,1,1,0,0.0,0.68,0.23,0.0,0.91
S1791,U1221,product,1,1,0,0,1.45,0.11,0.0,0.0,1.56
S1792,U1221,category,0,0,0,1,0.0,0.0,0.0,0.25,0.25
S1793,U1222,search,0,0,1,1,0.0,0.0,1.7,0.43,2.13
S1794,U1222,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1795,U1222,product,1,1,1,1,0.83,0.93,1.85,0.14,3.75
S1796,U1223,product,1,0,0,0,2.43,0.0,0.0,0.0,2.43
S1797,U1223,home,1,0,0,0,0.81,0.0,0.0,0.0,0.81
S1798,U1223,offers,0,1,1,1,0.0,0.61,1.07,0.44,2.12
S1799,U1223,home,1,0,0,0,1.57,0.0,0.0,0.0,1.57
S1800,U1224,home,1,1,0,0,2.06,0.29,0.0,0.0,2.35
S1801,U1224,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1802,U1225,search,1,0,1,1,2.92,0.0,1.25,0.11,4.28
S1803,U1225,offers,0,0,1,1,0.0,0.0,0.74,0.42,1.16
S1804,U1225,product,0,1,1,1,0.0,0.24,1.33,0.24,1.81
S1805,U1225,offers,0,0,1,0,0.0,0.0,0.27,0.0,0.27
S1806,U1225,search,0,1,0,1,0.0,0.76,0.0,0.39,1.15
S1807,U1226,home,0,1,1,1,0.0,0.71,0.38,0.1,1.19
S1808,U1226,home,0,0,0,1,0.0,0.0,0.0,0.42,0.42
S1809,U1226,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1810,U1226,home,0,1,1,1,0.0,0.65,1.21,0.23,2.09
S1811,U1227,home,0,0,0,1,0.0,0.0,0.0,0.4,0.4
S1812,U1227,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1813,U1227,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1814,U1227,offers,0,0,1,0,0.0,0.0,1.97,0.0,1.97
S1815,U1227,category,1,0,0,0,2.87,0.0,0.0,0.0,2.87
S1816,U1228,category,0,0,1,0,0.0,0.0,0.56,0.0,0.56
S1817,U1228,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1818,U1228,home,0,1,1,0,0.0,0.79,1.68,0.0,2.47
S1819,U1229,category,0,1,0,0,0.0,0.64,0.0,0.0,0.64
S1820,U1229,category,0,1,0,0,0.0,0.77,0.0,0.0,0.77
S1821,U1229,product,0,1,0,1,0.0,0.44,0.0,0.09,0.53
S1822,U1229,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1823,U1229,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1824,U1230,home,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S1825,U1230,offers,0,0,0,1,0.0,0.0,0.0,0.28,0.28
S1826,U1231,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1827,U1231,category,0,0,0,1,0.0,0.0,0.0,0.49,0.49
S1828,U1232,category,1,0,0,1,2.72,0.0,0.0,0.3,3.02
S1829,U1232,offers,0,1,1,1,0.0,0.76,0.93,0.12,1.81
S1830,U1232,search,0,0,0,1,0.0,0.0,0.0,0.42,0.42
S1831,U1233,category,0,0,0,1,0.0,0.0,0.0,0.25,0.25
S1832,U1233,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1833,U1233,offers,0,0,1,0,0.0,0.0,0.3,0.0,0.3
S1834,U1233,category,0,0,1,0,0.0,0.0,0.88,0.0,0.88
S1835,U1234,product,0,1,0,1,0.0,0.83,0.0,0.18,1.01
S1836,U1234,offers,0,0,1,1,0.0,0.0,1.52,0.5,2.02
S1837,U1234,offers,0,1,1,0,0.0,0.58,1.49,0.0,2.07
S1838,U1234,product,1,0,1,1,1.75,0.0,1.12,0.1,2.97
S1839,U1234,home,0,1,0,0,0.0,0.31,0.0,0.0,0.31
S1840,U1235,search,0,0,0,1,0.0,0.0,0.0,0.18,0.18
S1841,U1235,search,0,1,0,1,0.0,0.4,0.0,0.24,0.64
S1842,U1235,search,1,0,0,1,2.12,0.0,0.0,0.23,2.35
S1843,U1235,offers,0,1,1,1,0.0,0.39,0.44,0.35,1.18
S1844,U1235,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1845,U1236,category,0,1,1,0,0.0,0.6,0.25,0.0,0.85
S1846,U1236,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1847,U1237,home,0,1,0,1,0.0,0.74,0.0,0.37,1.11
S1848,U1237,home,0,1,1,1,0.0,0.35,1.26,0.22,1.83
S1849,U1237,home,1,0,1,0,0.76,0.0,0.54,0.0,1.3
S1850,U1238,category,0,1,0,1,0.0,0.99,0.0,0.12,1.11
S1851,U1238,offers,0,1,1,1,0.0,0.5,0.37,0.23,1.1
S1852,U1238,search,1,1,0,0,0.57,0.7,0.0,0.0,1.27
S1853,U1239,product,0,1,0,0,0.0,0.64,0.0,0.0,0.64
S1854,U1239,category,0,1,1,0,0.0,0.5,1.43,0.0,1.93
S1855,U1240,product,1,1,0,0,1.4,0.23,0.0,0.0,1.63
S1856,U1240,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1857,U1240,category,0,0,1,1,0.0,0.0,0.61,0.23,0.84
S1858,U1240,search,0,1,1,0,0.0,0.57,1.57,0.0,2.14
S1859,U1240,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1860,U1241,product,0,1,1,0,0.0,0.96,2.0,0.0,2.96
S1861,U1241,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1862,U1242,offers,0,0,0,1,0.0,0.0,0.0,0.43,0.43
S1863,U1242,category,0,0,0,1,0.0,0.0,0.0,0.39,0.39
S1864,U1243,category,0,0,0,1,0.0,0.0,0.0,0.25,0.25
S1865,U1243,home,1,1,0,1,1.52,0.89,0.0,0.4,2.81
S1866,U1244,search,0,0,0,1,0.0,0.0,0.0,0.17,0.17
S1867,U1244,home,0,0,1,0,0.0,0.0,1.65,0.0,1.65
S1868,U1244,category,0,1,1,0,0.0,0.97,1.44,0.0,2.41
S1869,U1244,offers,1,1,0,1,2.1,0.57,0.0,0.06,2.73
S1870,U1245,product,0,1,0,1,0.0,0.29,0.0,0.12,0.41
S1871,U1245,search,0,0,0,1,0.0,0.0,0.0,0.44,0.44
S1872,U1246,product,0,1,1,0,0.0,0.35,1.94,0.0,2.29
S1873,U1246,offers,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S1874,U1247,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1875,U1247,home,1,0,0,1,1.07,0.0,0.0,0.47,1.54
S1876,U1248,product,0,1,0,0,0.0,0.75,0.0,0.0,0.75
S1877,U1248,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1878,U1248,product,0,1,0,1,0.0,0.43,0.0,0.07,0.5
S1879,U1249,search,0,1,0,1,0.0,0.83,0.0,0.14,0.97
S1880,U1249,category,0,1,1,0,0.0,0.64,1.11,0.0,1.75
S1881,U1250,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1882,U1250,search,0,1,0,1,0.0,0.44,0.0,0.16,0.6
S1883,U1250,search,0,0,0,1,0.0,0.0,0.0,0.22,0.22
S1884,U1250,category,1,1,0,0,1.0,0.97,0.0,0.0,1.97
S1885,U1250,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1886,U1251,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1887,U1251,category,0,0,0,1,0.0,0.0,0.0,0.26,0.26
S1888,U1251,offers,0,0,1,1,0.0,0.0,1.28,0.1,1.38
S1889,U1251,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1890,U1252,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1891,U1252,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1892,U1252,product,0,0,1,0,0.0,0.0,1.98,0.0,1.98
S1893,U1252,category,0,1,0,0,0.0,0.5,0.0,0.0,0.5
S1894,U1253,home,1,1,0,1,1.24,0.2,0.0,0.5,1.94
S1895,U1253,offers,1,1,0,0,2.32,0.19,0.0,0.0,2.51
S1896,U1253,search,0,0,0,1,0.0,0.0,0.0,0.27,0.27
S1897,U1254,product,0,0,0,1,0.0,0.0,0.0,0.16,0.16
S1898,U1254,home,0,1,1,1,0.0,0.25,0.3,0.25,0.8
S1899,U1254,offers,0,0,1,0,0.0,0.0,1.09,0.0,1.09
S1900,U1254,product,1,0,0,0,2.01,0.0,0.0,0.0,2.01
S1901,U1254,category,1,0,0,0,2.08,0.0,0.0,0.0,2.08
S1902,U1255,product,1,1,0,1,1.18,0.16,0.0,0.49,1.83
S1903,U1255,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1904,U1255,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1905,U1255,offers,0,1,0,0,0.0,0.6,0.0,0.0,0.6
S1906,U1255,product,0,1,0,1,0.0,0.53,0.0,0.27,0.8
S1907,U1256,offers,1,1,0,0,2.82,0.74,0.0,0.0,3.56
S1908,U1256,search,0,0,1,1,0.0,0.0,0.25,0.35,0.6
S1909,U1256,product,0,1,0,0,0.0,0.76,0.0,0.0,0.76
S1910,U1256,category,0,1,0,1,0.0,0.67,0.0,0.45,1.12
S1911,U1257,search,0,1,0,0,0.0,0.93,0.0,0.0,0.93
S1912,U1257,search,0,0,0,1,0.0,0.0,0.0,0.23,0.23
S1913,U1257,offers,1,0,0,0,2.92,0.0,0.0,0.0,2.92
S1914,U1258,offers,1,0,0,0,2.5,0.0,0.0,0.0,2.5
S1915,U1258,category,0,1,0,0,0.0,0.22,0.0,0.0,0.22
S1916,U1259,home,0,0,0,1,0.0,0.0,0.0,0.06,0.06
S1917,U1259,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1918,U1259,home,0,0,0,1,0.0,0.0,0.0,0.39,0.39
S1919,U1259,product,0,0,1,0,0.0,0.0,1.42,0.0,1.42
S1920,U1260,product,1,0,1,0,0.64,0.0,0.56,0.0,1.2
S1921,U1260,product,0,1,1,0,0.0,0.93,1.16,0.0,2.09
S1922,U1260,offers,1,0,1,0,0.68,0.0,0.62,0.0,1.3
S1923,U1260,category,0,1,1,0,0.0,0.26,0.39,0.0,0.65
S1924,U1261,product,0,0,1,1,0.0,0.0,0.24,0.08,0.32
S1925,U1261,home,1,1,0,0,2.7,0.59,0.0,0.0,3.29
S1926,U1261,product,1,0,1,1,1.99,0.0,1.52,0.29,3.8
S1927,U1262,category,0,0,0,1,0.0,0.0,0.0,0.44,0.44
S1928,U1262,home,1,0,1,1,2.22,0.0,1.05,0.24,3.51
S1929,U1262,search,1,1,0,0,0.76,0.78,0.0,0.0,1.54
S1930,U1262,offers,0,1,0,1,0.0,0.23,0.0,0.14,0.37
S1931,U1263,product,0,0,0,1,0.0,0.0,0.0,0.15,0.15
S1932,U1263,category,1,0,0,1,0.77,0.0,0.0,0.37,1.14
S1933,U1264,offers,1,1,1,1,2.54,0.24,1.44,0.47,4.69
S1934,U1264,product,0,0,1,1,0.0,0.0,1.41,0.31,1.72
S1935,U1264,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1936,U1265,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1937,U1265,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1938,U1265,category,0,0,1,0,0.0,0.0,0.83,0.0,0.83
S1939,U1265,offers,0,1,1,1,0.0,0.77,1.57,0.28,2.62
S1940,U1265,home,1,0,0,1,1.86,0.0,0.0,0.36,2.22
S1941,U1266,offers,1,0,0,1,1.61,0.0,0.0,0.12,1.73
S1942,U1266,offers,0,0,1,0,0.0,0.0,1.86,0.0,1.86
S1943,U1266,offers,1,0,0,0,2.19,0.0,0.0,0.0,2.19
S1944,U1266,category,1,1,0,0,0.66,0.98,0.0,0.0,1.64
S1945,U1266,offers,0,1,0,1,0.0,0.49,0.0,0.11,0.6
S1946,U1267,category,0,0,0,1,0.0,0.0,0.0,0.23,0.23
S1947,U1267,category,0,0,0,1,0.0,0.0,0.0,0.28,0.28
S1948,U1267,offers,0,0,1,0,0.0,0.0,0.72,0.0,0.72
S1949,U1268,offers,1,1,0,1,0.69,0.48,0.0,0.49,1.66
S1950,U1268,search,0,0,1,1,0.0,0.0,1.79,0.27,2.06
S1951,U1269,offers,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1952,U1269,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1953,U1269,home,0,0,0,1,0.0,0.0,0.0,0.45,0.45
S1954,U1269,home,0,1,1,1,0.0,0.11,1.49,0.06,1.66
S1955,U1269,category,1,1,1,0,1.2,0.74,1.54,0.0,3.48
S1956,U1270,product,0,0,1,0,0.0,0.0,0.62,0.0,0.62
S1957,U1270,product,0,1,0,0,0.0,0.27,0.0,0.0,0.27
S1958,U1270,home,0,1,0,1,0.0,0.59,0.0,0.18,0.77
S1959,U1270,search,0,1,1,0,0.0,0.36,1.71,0.0,2.07
S1960,U1270,search,0,1,0,1,0.0,0.57,0.0,0.31,0.88
S1961,U1271,product,0,1,1,0,0.0,0.3,1.28,0.0,1.58
S1962,U1271,offers,1,0,0,1,0.77,0.0,0.0,0.09,0.86
S1963,U1271,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1964,U1271,category,1,1,0,1,2.29,0.81,0.0,0.13,3.23
S1965,U1271,home,0,1,0,1,0.0,0.64,0.0,0.44,1.08
S1966,U1272,home,0,1,0,0,0.0,0.64,0.0,0.0,0.64
S1967,U1272,search,1,1,0,0,1.45,0.27,0.0,0.0,1.72
S1968,U1273,home,0,0,1,0,0.0,0.0,0.25,0.0,0.25
S1969,U1273,offers,1,0,0,1,0.94,0.0,0.0,0.21,1.15
S1970,U1273,offers,0,0,1,0,0.0,0.0,0.58,0.0,0.58
S1971,U1274,product,0,0,0,1,0.0,0.0,0.0,0.44,0.44
S1972,U1274,home,1,0,1,0,1.38,0.0,0.71,0.0,2.09
S1973,U1275,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1974,U1275,home,1,0,1,1,1.89,0.0,1.1,0.47,3.46
S1975,U1275,search,0,0,1,1,0.0,0.0,1.35,0.1,1.45
S1976,U1276,search,0,0,1,0,0.0,0.0,1.7,0.0,1.7
S1977,U1276,home,0,1,0,0,0.0,0.57,0.0,0.0,0.57
S1978,U1276,product,0,0,0,1,0.0,0.0,0.0,0.48,0.48
S1979,U1276,offers,0,0,1,1,0.0,0.0,1.38,0.11,1.49
S1980,U1276,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1981,U1277,home,0,1,0,1,0.0,0.69,0.0,0.42,1.11
S1982,U1277,product,1,0,1,0,0.65,0.0,0.53,0.0,1.18
S1983,U1277,product,1,0,1,1,2.23,0.0,0.36,0.49,3.08
S1984,U1277,offers,1,1,0,0,0.69,0.91,0.0,0.0,1.6
S1985,U1278,search,0,1,1,1,0.0,0.76,1.22,0.25,2.23
S1986,U1278,offers,0,1,0,0,0.0,0.23,0.0,0.0,0.23
S1987,U1278,category,0,1,0,1,0.0,0.26,0.0,0.36,0.62
S1988,U1278,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1989,U1278,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S1990,U1279,search,1,0,1,0,2.4,0.0,0.66,0.0,3.06
S1991,U1279,product,0,0,0,1,0.0,0.0,0.0,0.24,0.24
S1992,U1279,search,0,1,0,1,0.0,0.77,0.0,0.36,1.13
S1993,U1280,category,0,1,0,0,0.0,0.53,0.0,0.0,0.53
S1994,U1280,search,0,1,1,0,0.0,0.68,0.96,0.0,1.64
S1995,U1281,product,0,0,1,0,0.0,0.0,1.68,0.0,1.68
S1996,U1281,home,0,1,0,0,0.0,0.12,0.0,0.0,0.12
S1997,U1281,category,1,0,0,0,2.22,0.0,0.0,0.0,2.22
S1998,U1282,offers,1,0,1,0,1.91,0.0,1.04,0.0,2.95
S1999,U1282,offers,0,0,0,1,0.0,0.0,0.0,0.24,0.24
S2000,U1282,offers,0,0,0,1,0.0,0.0,0.0,0.46,0.46
S2001,U1283,product,1,0,1,1,0.85,0.0,1.68,0.34,2.87
S2002,U1283,offers,1,1,0,1,0.97,0.28,0.0,0.24,1.49
S2003,U1283,product,0,0,1,1,0.0,0.0,1.31,0.36,1.67
S2004,U1283,home,0,1,1,1,0.0,0.5,0.54,0.14,1.18
S2005,U1283,product,1,1,0,0,1.87,0.64,0.0,0.0,2.51
S2006,U1284,offers,1,0,1,1,1.56,0.0,1.78,0.21,3.55
S2007,U1284,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2008,U1284,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2009,U1284,category,0,0,1,1,0.0,0.0,0.74,0.27,1.01
S2010,U1285,search,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2011,U1285,product,1,0,1,0,2.32,0.0,0.69,0.0,3.01
S2012,U1285,offers,0,0,1,0,0.0,0.0,1.18,0.0,1.18
S2013,U1286,offers,0,1,1,1,0.0,0.52,0.79,0.38,1.69
S2014,U1286,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2015,U1286,home,1,1,1,0,1.41,0.29,1.28,0.0,2.98
S2016,U1286,category,0,0,1,1,0.0,0.0,1.9,0.34,2.24
S2017,U1286,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2018,U1287,offers,1,0,1,1,1.74,0.0,1.39,0.08,3.21
S2019,U1287,offers,0,1,1,1,0.0,0.33,0.58,0.06,0.97
S2020,U1287,product,0,0,0,1,0.0,0.0,0.0,0.48,0.48
S2021,U1287,home,0,0,1,1,0.0,0.0,1.46,0.29,1.75
S2022,U1288,home,0,0,1,0,0.0,0.0,0.74,0.0,0.74
S2023,U1288,search,0,0,0,1,0.0,0.0,0.0,0.11,0.11
S2024,U1288,category,0,1,1,1,0.0,0.78,0.82,0.26,1.86
S2025,U1288,home,0,1,1,1,0.0,0.3,1.3,0.08,1.68
S2026,U1289,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2027,U1289,category,1,0,1,0,0.88,0.0,1.44,0.0,2.32
S2028,U1290,category,1,1,0,1,0.71,0.19,0.0,0.09,0.99
S2029,U1290,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2030,U1290,category,1,0,0,0,0.52,0.0,0.0,0.0,0.52
S2031,U1290,search,0,0,1,1,0.0,0.0,1.34,0.25,1.59
S2032,U1291,home,0,0,1,0,0.0,0.0,1.72,0.0,1.72
S2033,U1291,category,0,0,0,1,0.0,0.0,0.0,0.07,0.07
S2034,U1291,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2035,U1291,offers,1,0,1,0,2.6,0.0,1.61,0.0,4.21
S2036,U1292,search,1,0,1,1,2.44,0.0,1.24,0.33,4.01
S2037,U1292,offers,0,1,0,1,0.0,0.7,0.0,0.43,1.13
S2038,U1292,category,0,0,0,1,0.0,0.0,0.0,0.4,0.4
S2039,U1292,offers,0,0,0,1,0.0,0.0,0.0,0.35,0.35
S2040,U1293,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2041,U1293,home,0,1,0,0,0.0,0.31,0.0,0.0,0.31
S2042,U1294,product,0,0,1,1,0.0,0.0,0.44,0.49,0.93
S2043,U1294,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2044,U1295,category,1,1,0,0,2.88,0.15,0.0,0.0,3.03
S2045,U1295,offers,0,0,0,1,0.0,0.0,0.0,0.39,0.39
S2046,U1295,search,0,1,0,0,0.0,0.21,0.0,0.0,0.21
S2047,U1296,home,0,0,0,1,0.0,0.0,0.0,0.21,0.21
S2048,U1296,product,0,1,0,1,0.0,0.67,0.0,0.31,0.98
S2049,U1296,offers,0,0,1,0,0.0,0.0,1.29,0.0,1.29
S2050,U1296,category,0,0,0,1,0.0,0.0,0.0,0.34,0.34
S2051,U1296,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2052,U1297,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2053,U1297,product,0,1,1,1,0.0,0.17,1.44,0.4,2.01
S2054,U1297,home,0,0,0,1,0.0,0.0,0.0,0.06,0.06
S2055,U1298,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2056,U1298,home,0,0,0,1,0.0,0.0,0.0,0.15,0.15
S2057,U1299,product,0,0,1,1,0.0,0.0,1.25,0.41,1.66
S2058,U1299,category,0,0,1,1,0.0,0.0,1.75,0.08,1.83
S2059,U1299,offers,0,0,0,1,0.0,0.0,0.0,0.09,0.09
S2060,U1299,search,0,1,0,0,0.0,0.65,0.0,0.0,0.65
S2061,U1300,category,0,1,1,1,0.0,0.22,1.3,0.19,1.71
S2062,U1300,category,0,0,1,0,0.0,0.0,1.79,0.0,1.79
S2063,U1300,offers,1,1,0,0,1.89,0.33,0.0,0.0,2.22
S2064,U1300,product,1,1,1,0,1.8,0.11,0.63,0.0,2.54
S2065,U1300,search,0,0,0,1,0.0,0.0,0.0,0.37,0.37
S2066,U1301,search,1,0,0,1,0.93,0.0,0.0,0.24,1.17
S2067,U1301,search,1,1,0,1,1.97,0.23,0.0,0.36,2.56
S2068,U1301,offers,0,0,1,1,0.0,0.0,1.79,0.23,2.02
S2069,U1301,category,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2070,U1302,product,0,0,1,0,0.0,0.0,0.79,0.0,0.79
S2071,U1302,home,1,0,0,1,2.83,0.0,0.0,0.25,3.08
S2072,U1302,product,0,1,0,1,0.0,0.82,0.0,0.45,1.27
S2073,U1302,home,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2074,U1302,product,0,0,0,0,0.0,0.0,0.0,0.0,0.0
S2075,U1303,product,0,0,0,1,0.0,0.0,0.0,0.48,0.48
S2076,U1303,search,1,0,1,1,0.64,0.0,1.36,0.3,2.3
S2077,U1303,offers,0,1,1,0,0.0,0.58,1.22,0.0,1.8
S2078,U1303,search,1,1,0,0,0.62,0.95,0.0,0.0,1.57
S2079,U1304,search,1,0,0,0,2.16,0.0,0.0,0.0,2.16
S2080,U1304,search,0,0,0,1,0.0,0.0,0.0,0.39,0.39
S2081,U1304,offers,0,0,1,0,0.0,0.0,1.09,0.0,1.09
S2082,U1304,category,0,0,1,1,0.0,0.0,1.26,0.37,1.63
S2083,U1305,category,1,0,0,0,1.34,0.0,0.0,0.0,1.34
S2084,U1305,search,0,0,1,0,0.0,0.0,0.48,0.0,0.48
S2085,U1305,product,0,0,1,0,0.0,0.0,1.89,0.0,1.89
S2086,U1305,offers,0,0,1,1,0.0,0.0,1.34,0.07,1.41
S2087,U1306,search,1,0,0,1,2.77,0.0,0.0,0.28,3.05
