transaction_id,order_id,product_id,quantity,total_amount,discount_code_used,discount_value,shipping_cost,total_payable,return_stat,return_date
TX1308,ORD1308,P1241,2,321.88,No,0.0,8.38,330.26,Not Returned,
TX1309,ORD1309,P1424,1,144.19,No,0.0,21.23,165.42,Returned,2025-05-03 09:14:02
TX1310,ORD1310,P1637,2,224.68,No,0.0,2.61,227.29,Not Returned,
TX1311,ORD1311,P1472,3,1425.96,No,0.0,4.25,1430.21,Not Returned,
TX1311,ORD1311,P1921,3,44.28,Yes,9.89,18.53,52.92,Not Returned,
TX1312,ORD1312,P1323,2,92.78,No,0.0,25.0,117.78,Not Returned,
TX1312,ORD1312,P1586,2,392.14,No,0.0,14.7,406.84,Returned,2025-04-26 02:45:11
TX1312,ORD1312,P1957,1,51.74,Yes,13.84,10.88,48.78,Returned,2025-04-28 02:45:11
TX1313,ORD1313,P1350,3,124.65,No,0.0,4.62,129.27,Not Returned,
TX1313,ORD1313,P1060,3,540.78,No,0.0,11.57,552.35,Not Returned,
TX1314,ORD1314,P1643,1,58.41,No,0.0,1.81,60.22,Not Returned,
TX1314,ORD1314,P1582,1,97.85,Yes,15.48,13.14,95.51,Not Returned,
TX1314,ORD1314,P1728,3,88.08,No,0.0,9.08,97.16,Not Returned,
TX1315,ORD1315,P1133,3,363.3,Yes,37.45,13.21,339.06,Returned,2025-05-28 17:56:04
TX1315,ORD1315,P1627,3,98.1,Yes,22.27,10.18,86.01,Returned,2025-06-04 17:56:04
TX1316,ORD1316,P1142,1,115.49,No,0.0,12.73,128.22,Not Returned,
TX1316,ORD1316,P1877,1,256.56,Yes,30.57,6.77,232.76,Not Returned,
TX1317,ORD1317,P1057,3,87.42,Yes,23.54,22.58,86.46,Returned,2025-04-30 08:45:50
TX1317,ORD1317,P1406,2,29.3,No,0.0,17.63,46.93,Returned,2025-04-29 08:45:50
TX1317,ORD1317,P1526,1,36.56,No,0.0,6.26,42.82,Not Returned,
TX1318,ORD1318,P1619,1,32.44,Yes,3.64,15.37,44.17,Not Returned,
TX1319,ORD1319,P1212,2,183.68,Yes,32.55,16.87,168.0,Not Returned,
TX1319,ORD1319,P1273,1,198.84,Yes,36.92,16.76,178.68,Not Returned,
TX1320,ORD1320,P1874,2,156.02,Yes,31.35,8.24,132.91,Not Returned,
TX1320,ORD1320,P1784,1,261.7,Yes,63.26,9.44,207.88,Not Returned,
TX1321,ORD1321,P1621,2,878.68,Yes,162.02,9.43,726.09,Not Returned,
TX1322,ORD1322,P1908,3,347.7,Yes,44.66,12.94,315.98,Not Returned,
TX1322,ORD1322,P1334,3,192.51,No,0.0,13.97,206.48,Returned,2025-05-13 14:04:33
TX1323,ORD1323,P1625,2,158.62,Yes,21.52,20.46,157.56,Not Returned,
TX1323,ORD1323,P1276,2,65.98,Yes,16.25,23.1,72.83,Not Returned,
TX1324,ORD1324,P1021,1,67.75,No,0.0,24.07,91.82,Not Returned,
TX1325,ORD1325,P1870,1,85.16,Yes,22.86,23.25,85.55,Not Returned,
TX1326,ORD1326,P1818,3,150.24,Yes,30.88,14.41,133.77,Not Returned,
TX1326,ORD1326,P1156,3,76.23,No,0.0,6.07,82.3,Not Returned,
TX1326,ORD1326,P1599,2,885.52,Yes,90.39,23.06,818.19,Not Returned,
TX1327,ORD1327,P1887,2,929.18,No,0.0,13.73,942.91,Not Returned,
TX1328,ORD1328,P1042,1,22.95,No,0.0,6.44,29.39,Not Returned,
TX1328,ORD1328,P1900,2,115.18,No,0.0,22.2,137.38,Not Returned,
TX1328,ORD1328,P1541,3,46.14,Yes,4.72,8.31,49.73,Not Returned,
TX1329,ORD1329,P1897,3,116.16,No,0.0,4.09,120.25,Not Returned,
TX1329,ORD1329,P1298,1,128.59,Yes,32.2,7.21,103.6,Not Returned,
TX1329,ORD1329,P1367,2,209.4,No,0.0,21.07,230.47,Not Returned,
TX1330,ORD1330,P1543,2,212.96,Yes,49.81,0.43,163.58,Not Returned,
TX1331,ORD1331,P1379,2,10.2,Yes,1.77,3.63,12.06,Not Returned,
TX1332,ORD1332,P1832,2,289.28,No,0.0,15.33,304.61,Not Returned,
TX1332,ORD1332,P1703,3,66.12,No,0.0,10.71,76.83,Not Returned,
TX1333,ORD1333,P1077,3,698.04,No,0.0,21.67,719.71,Not Returned,
TX1334,ORD1334,P1684,1,45.41,Yes,13.6,2.3,34.11,Not Returned,
TX1335,ORD1335,P1879,1,293.96,Yes,29.85,2.03,266.14,Not Returned,
TX1335,ORD1335,P1241,3,482.82,No,0.0,4.44,487.26,Not Returned,
TX1336,ORD1336,P1841,1,136.68,Yes,26.5,19.7,129.88,Not Returned,
TX1336,ORD1336,P1210,2,261.6,No,0.0,10.68,272.28,Not Returned,
TX1336,ORD1336,P1669,2,816.08,No,0.0,12.05,828.13,Not Returned,
TX1337,ORD1337,P1153,2,695.06,No,0.0,18.97,714.03,Not Returned,
TX1337,ORD1337,P1692,1,66.69,No,0.0,22.99,89.68,Not Returned,
TX1338,ORD1338,P1699,1,4.54,No,0.0,22.71,27.25,Not Returned,
TX1338,ORD1338,P1960,2,122.56,No,0.0,12.79,135.35,Not Returned,
TX1338,ORD1338,P1876,1,73.33,No,0.0,22.28,95.61,Not Returned,
TX1339,ORD1339,P1278,1,70.34,No,0.0,22.74,93.08,Not Returned,
TX1340,ORD1340,P1164,1,22.92,Yes,2.35,19.45,40.02,Not Returned,
TX1341,ORD1341,P1102,2,100.96,No,0.0,0.6,101.56,Not Returned,
TX1341,ORD1341,P1895,3,330.09,Yes,96.21,2.31,236.19,Not Returned,
TX1342,ORD1342,P1144,1,28.47,No,0.0,11.1,39.57,Not Returned,
TX1342,ORD1342,P1289,2,99.7,Yes,25.67,14.88,88.91,Not Returned,
TX1343,ORD1343,P1341,1,105.77,Yes,23.39,19.42,101.8,Returned,2025-05-10 06:04:30
TX1343,ORD1343,P1002,3,131.46,No,0.0,4.92,136.38,Not Returned,
TX1344,ORD1344,P1488,1,98.88,Yes,17.13,17.12,98.87,Not Returned,
TX1344,ORD1344,P1524,3,319.32,Yes,80.34,1.5,240.48,Not Returned,
TX1344,ORD1344,P1926,3,128.67,Yes,33.65,10.7,105.72,Not Returned,
TX1345,ORD1345,P1788,1,135.16,Yes,19.52,8.38,124.02,Returned,2025-05-08 12:49:24
TX1345,ORD1345,P1932,3,129.6,Yes,27.12,9.37,111.85,Not Returned,
TX1345,ORD1345,P1257,1,26.44,No,0.0,17.76,44.2,Not Returned,
TX1346,ORD1346,P1611,2,163.74,Yes,25.41,23.07,161.4,Not Returned,
TX1346,ORD1346,P1514,1,125.45,No,0.0,23.58,149.03,Not Returned,
TX1347,ORD1347,P1443,3,422.37,No,0.0,13.75,436.12,Returned,2025-03-24 06:51:46
TX1348,ORD1348,P1128,3,31.08,No,0.0,21.57,52.65,Not Returned,
TX1348,ORD1348,P1788,2,270.32,Yes,68.82,16.86,218.36,Not Returned,
TX1349,ORD1349,P1072,1,98.28,No,0.0,13.89,112.17,Not Returned,
TX1350,ORD1350,P1753,3,206.82,No,0.0,9.99,216.81,Not Returned,
TX1351,ORD1351,P1217,3,236.28,No,0.0,7.03,243.31,Not Returned,
TX1351,ORD1351,P1013,1,39.7,Yes,5.55,1.24,35.39,Not Returned,
TX1352,ORD1352,P1963,3,215.79,Yes,31.03,7.43,192.19,Not Returned,
TX1352,ORD1352,P1849,1,115.49,No,0.0,14.97,130.46,Returned,2025-04-17 02:48:17
TX1352,ORD1352,P1040,2,174.56,No,0.0,15.45,190.01,Not Returned,
TX1353,ORD1353,P1928,1,9.16,Yes,1.99,4.33,11.5,Not Returned,
TX1353,ORD1353,P1975,1,63.57,No,0.0,15.48,79.05,Not Returned,
TX1354,ORD1354,P1086,3,266.55,Yes,41.35,11.41,236.61,Not Returned,
TX1354,ORD1354,P1521,3,663.09,Yes,154.3,14.82,523.61,Returned,2025-03-17 02:13:24
TX1355,ORD1355,P1015,1,43.08,No,0.0,23.45,66.53,Not Returned,
TX1355,ORD1355,P1174,1,136.57,Yes,16.03,23.36,143.9,Not Returned,
TX1355,ORD1355,P1278,2,140.68,Yes,15.03,23.57,149.22,Not Returned,
TX1356,ORD1356,P1049,3,38.04,No,0.0,17.67,55.71,Not Returned,
TX1357,ORD1357,P1173,2,277.04,No,0.0,23.93,300.97,Returned,2025-06-01 16:21:45
TX1357,ORD1357,P1246,2,221.82,No,0.0,18.93,240.75,Not Returned,
TX1358,ORD1358,P1397,2,133.04,No,0.0,0.23,133.27,Not Returned,
TX1358,ORD1358,P1412,1,204.45,Yes,22.29,6.6,188.76,Not Returned,
TX1359,ORD1359,P1198,2,428.96,No,0.0,3.24,432.2,Not Returned,
TX1360,ORD1360,P1472,1,475.32,No,0.0,9.86,485.18,Not Returned,
TX1361,ORD1361,P1989,1,17.19,No,0.0,23.54,40.73,Not Returned,
TX1361,ORD1361,P1178,1,27.77,Yes,3.14,21.57,46.2,Not Returned,
TX1361,ORD1361,P1671,1,21.39,No,0.0,1.64,23.03,Not Returned,
TX1362,ORD1362,P1161,3,116.37,Yes,30.55,20.1,105.92,Not Returned,
TX1362,ORD1362,P1474,3,154.29,No,0.0,20.12,174.41,Not Returned,
TX1362,ORD1362,P1742,2,220.88,Yes,27.12,14.76,208.52,Not Returned,
TX1363,ORD1363,P1477,1,68.21,Yes,9.44,19.87,78.64,Returned,2025-03-28 08:49:51
TX1363,ORD1363,P1558,1,429.42,No,0.0,5.44,434.86,Not Returned,
TX1364,ORD1364,P1291,1,15.48,Yes,2.05,19.39,32.82,Not Returned,
TX1364,ORD1364,P1845,1,31.0,No,0.0,5.19,36.19,Not Returned,
TX1364,ORD1364,P1744,3,1049.97,Yes,134.92,18.07,933.12,Returned,2025-03-28 02:47:51
TX1365,ORD1365,P1471,2,194.8,Yes,54.89,15.05,154.96,Not Returned,
TX1365,ORD1365,P1387,3,91.5,Yes,25.93,19.6,85.17,Not Returned,
TX1366,ORD1366,P1281,2,252.2,No,0.0,21.31,273.51,Not Returned,
TX1366,ORD1366,P1954,3,142.71,Yes,21.17,12.34,133.88,Not Returned,
TX1367,ORD1367,P1887,1,464.59,No,0.0,4.13,468.72,Not Returned,
TX1367,ORD1367,P1126,2,245.64,No,0.0,6.48,252.12,Not Returned,
TX1368,ORD1368,P1326,2,245.0,No,0.0,22.59,267.59,Not Returned,
TX1368,ORD1368,P1320,3,162.42,No,0.0,3.99,166.41,Not Returned,
TX1368,ORD1368,P1614,2,326.7,No,0.0,7.88,334.58,Not Returned,
TX1369,ORD1369,P1275,1,64.56,Yes,19.03,24.8,70.33,Not Returned,
TX1370,ORD1370,P1547,3,91.68,No,0.0,24.07,115.75,Not Returned,
TX1370,ORD1370,P1895,3,330.09,Yes,78.03,3.8,255.86,Returned,2025-04-17 13:25:06
TX1370,ORD1370,P1417,2,149.6,No,0.0,13.17,162.77,Not Returned,
TX1371,ORD1371,P1481,1,131.76,No,0.0,17.94,149.7,Not Returned,
TX1372,ORD1372,P1821,1,85.26,No,0.0,6.12,91.38,Returned,2025-03-26 06:10:50
TX1373,ORD1373,P1835,2,24.28,No,0.0,20.04,44.32,Not Returned,
TX1374,ORD1374,P1111,1,112.8,Yes,31.8,3.68,84.68,Returned,2025-05-07 09:44:13
TX1374,ORD1374,P1908,3,347.7,Yes,54.55,20.03,313.18,Not Returned,
TX1374,ORD1374,P1517,1,90.11,Yes,10.32,17.22,97.01,Not Returned,
TX1375,ORD1375,P1362,1,77.06,Yes,19.25,12.58,70.39,Not Returned,
TX1376,ORD1376,P1738,1,20.4,Yes,5.93,20.78,35.25,Not Returned,
TX1376,ORD1376,P1811,3,145.92,No,0.0,16.26,162.18,Not Returned,
TX1377,ORD1377,P1708,1,439.17,No,0.0,5.57,444.74,Not Returned,
TX1378,ORD1378,P1056,2,432.98,Yes,110.55,0.01,322.44,Not Returned,
TX1378,ORD1378,P1597,3,138.99,No,0.0,9.83,148.82,Returned,2025-04-30 15:06:28
TX1378,ORD1378,P1290,1,47.19,Yes,5.63,5.73,47.29,Not Returned,
TX1379,ORD1379,P1910,2,87.9,No,0.0,10.06,97.96,Not Returned,
TX1379,ORD1379,P1656,2,118.9,Yes,32.45,19.37,105.82,Not Returned,
TX1379,ORD1379,P1439,2,147.98,No,0.0,2.95,150.93,Not Returned,
TX1380,ORD1380,P1134,2,46.34,Yes,7.92,14.86,53.28,Not Returned,
TX1380,ORD1380,P1379,2,10.2,No,0.0,21.28,31.48,Not Returned,
TX1380,ORD1380,P1574,1,78.0,Yes,14.3,23.94,87.64,Not Returned,
TX1381,ORD1381,P1145,3,97.08,No,0.0,4.29,101.37,Not Returned,
TX1381,ORD1381,P1149,3,114.78,Yes,32.22,3.23,85.79,Not Returned,
TX1381,ORD1381,P1550,2,308.54,No,0.0,17.6,326.14,Not Returned,
TX1382,ORD1382,P1122,3,445.08,No,0.0,19.67,464.75,Not Returned,
TX1382,ORD1382,P1542,3,1348.56,Yes,369.93,18.94,997.57,Not Returned,
TX1383,ORD1383,P1673,2,50.02,Yes,7.99,15.9,57.93,Not Returned,
TX1383,ORD1383,P1342,1,103.47,Yes,21.92,3.67,85.22,Returned,2025-03-25 00:42:09
TX1384,ORD1384,P1453,1,67.56,Yes,9.77,20.97,78.76,Not Returned,
TX1385,ORD1385,P1512,1,86.19,No,0.0,21.25,107.44,Not Returned,
TX1386,ORD1386,P1526,1,36.56,Yes,9.57,24.67,51.66,Not Returned,
TX1386,ORD1386,P1146,2,56.96,Yes,9.29,8.23,55.9,Not Returned,
TX1386,ORD1386,P1537,2,85.52,Yes,13.37,24.34,96.49,Not Returned,
TX1387,ORD1387,P1396,3,119.97,Yes,13.76,16.91,123.12,Not Returned,
TX1387,ORD1387,P1975,1,63.57,Yes,12.88,4.3,54.99,Not Returned,
TX1388,ORD1388,P1498,2,31.72,No,0.0,4.2,35.92,Not Returned,
TX1388,ORD1388,P1562,1,156.76,No,0.0,16.31,173.07,Not Returned,
TX1389,ORD1389,P1130,2,8.6,No,0.0,22.67,31.27,Not Returned,
TX1389,ORD1389,P1870,2,170.32,Yes,42.59,7.08,134.81,Not Returned,
TX1389,ORD1389,P1336,1,190.61,No,0.0,1.57,192.18,Not Returned,
TX1390,ORD1390,P1718,3,196.65,No,0.0,17.59,214.24,Not Returned,
TX1391,ORD1391,P1884,3,263.61,Yes,40.99,17.84,240.46,Not Returned,
TX1392,ORD1392,P1819,3,1369.2,No,0.0,12.65,1381.85,Not Returned,
TX1392,ORD1392,P1221,3,1198.26,Yes,341.89,21.79,878.16,Returned,2025-05-16 01:20:08
TX1393,ORD1393,P1707,2,76.4,No,0.0,7.54,83.94,Not Returned,
TX1394,ORD1394,P1295,2,251.24,No,0.0,4.25,255.49,Not Returned,
TX1394,ORD1394,P1248,2,71.04,No,0.0,0.78,71.82,Not Returned,
TX1395,ORD1395,P1942,2,277.92,No,0.0,12.87,290.79,Returned,2025-05-05 06:20:15
TX1396,ORD1396,P1919,1,39.24,No,0.0,20.67,59.91,Not Returned,
TX1396,ORD1396,P1675,1,111.46,Yes,13.67,10.92,108.71,Not Returned,
TX1397,ORD1397,P1036,2,144.82,Yes,22.31,14.88,137.39,Not Returned,
TX1397,ORD1397,P1694,3,10.56,No,0.0,17.35,27.91,Not Returned,
TX1397,ORD1397,P1262,3,946.56,Yes,109.06,4.24,841.74,Not Returned,
TX1398,ORD1398,P1374,2,117.9,No,0.0,22.74,140.64,Not Returned,
TX1399,ORD1399,P1944,1,3.86,Yes,1.06,15.32,18.12,Not Returned,
TX1399,ORD1399,P1273,2,397.68,Yes,77.65,9.09,329.12,Not Returned,
TX1400,ORD1400,P1278,1,70.34,Yes,7.99,13.65,76.0,Not Returned,
TX1400,ORD1400,P1861,3,411.06,No,0.0,20.42,431.48,Not Returned,
TX1401,ORD1401,P1154,2,120.98,No,0.0,21.84,142.82,Not Returned,
TX1401,ORD1401,P1146,2,56.96,No,0.0,8.33,65.29,Returned,2025-03-23 08:05:43
TX1402,ORD1402,P1297,1,71.15,Yes,18.47,21.7,74.38,Not Returned,
TX1403,ORD1403,P1715,3,113.49,Yes,25.87,13.51,101.13,Not Returned,
TX1403,ORD1403,P1444,3,152.19,No,0.0,2.76,154.95,Not Returned,
TX1404,ORD1404,P1745,3,351.03,No,0.0,4.36,355.39,Not Returned,
TX1404,ORD1404,P1940,2,148.66,No,0.0,7.98,156.64,Not Returned,
TX1405,ORD1405,P1038,2,111.4,No,0.0,15.37,126.77,Returned,2025-04-01 01:38:49
TX1405,ORD1405,P1944,1,3.86,No,0.0,18.22,22.08,Returned,2025-04-06 01:38:49
TX1405,ORD1405,P1390,2,247.7,Yes,26.07,9.96,231.59,Not Returned,
TX1406,ORD1406,P1999,1,14.46,No,0.0,24.23,38.69,Not Returned,
TX1406,ORD1406,P1052,3,267.93,No,0.0,12.56,280.49,Not Returned,
TX1407,ORD1407,P1575,3,141.39,No,0.0,5.08,146.47,Returned,2025-04-23 14:11:06
TX1408,ORD1408,P1725,2,26.84,No,0.0,4.08,30.92,Not Returned,
TX1408,ORD1408,P1734,2,167.62,Yes,19.9,8.59,156.31,Not Returned,
TX1408,ORD1408,P1642,1,16.36,No,0.0,24.97,41.33,Not Returned,
TX1409,ORD1409,P1068,2,40.24,No,0.0,24.41,64.65,Not Returned,
TX1410,ORD1410,P1925,2,191.34,Yes,50.69,13.57,154.22,Returned,2025-05-27 22:43:53
TX1410,ORD1410,P1013,1,39.7,Yes,7.04,21.84,54.5,Not Returned,
TX1410,ORD1410,P1463,3,405.45,No,0.0,8.44,413.89,Not Returned,
TX1411,ORD1411,P1161,2,77.58,Yes,17.7,20.16,80.04,Not Returned,
TX1412,ORD1412,P1796,2,664.6,No,0.0,18.12,682.72,Not Returned,
TX1412,ORD1412,P1069,2,131.86,Yes,28.32,15.62,119.16,Not Returned,
TX1412,ORD1412,P1480,2,185.62,No,0.0,14.33,199.95,Not Returned,
TX1413,ORD1413,P1075,3,129.6,No,0.0,7.88,137.48,Not Returned,
TX1413,ORD1413,P1162,1,89.69,No,0.0,18.13,107.82,Not Returned,
TX1414,ORD1414,P1514,3,376.35,Yes,38.48,19.6,357.47,Not Returned,
TX1415,ORD1415,P1556,2,196.34,Yes,21.92,10.95,185.37,Not Returned,
TX1416,ORD1416,P1102,2,100.96,Yes,14.04,18.54,105.46,Not Returned,
TX1417,ORD1417,P1801,2,113.78,No,0.0,20.18,133.96,Not Returned,
TX1418,ORD1418,P1106,1,84.66,No,0.0,18.56,103.22,Not Returned,
TX1419,ORD1419,P1173,2,277.04,No,0.0,24.18,301.22,Not Returned,
TX1419,ORD1419,P1033,2,56.12,No,0.0,3.22,59.34,Not Returned,
TX1419,ORD1419,P1070,3,350.88,Yes,38.1,3.74,316.52,Not Returned,
TX1420,ORD1420,P1749,3,179.01,No,0.0,4.99,184.0,Not Returned,
TX1420,ORD1420,P1099,2,910.9,Yes,155.4,2.57,758.07,Not Returned,
TX1421,ORD1421,P1425,3,875.1,Yes,146.94,20.47,748.63,Not Returned,
TX1421,ORD1421,P1854,2,62.04,Yes,15.61,15.77,62.2,Not Returned,
TX1421,ORD1421,P1100,1,5.23,No,0.0,10.91,16.14,Not Returned,
TX1422,ORD1422,P1118,3,31.05,No,0.0,24.99,56.04,Not Returned,
TX1423,ORD1423,P1354,3,459.57,No,0.0,22.88,482.45,Not Returned,
TX1424,ORD1424,P1719,3,100.23,No,0.0,16.56,116.79,Not Returned,
TX1425,ORD1425,P1839,2,125.42,No,0.0,1.96,127.38,Not Returned,
TX1425,ORD1425,P1724,3,797.16,Yes,193.69,11.8,615.27,Not Returned,
TX1425,ORD1425,P1993,1,43.67,Yes,5.48,10.17,48.36,Not Returned,
TX1426,ORD1426,P1259,3,188.13,No,0.0,2.0,190.13,Not Returned,
TX1427,ORD1427,P1829,1,25.92,Yes,5.38,5.27,25.81,Not Returned,
TX1427,ORD1427,P1414,3,109.11,No,0.0,24.89,134.0,Not Returned,
TX1428,ORD1428,P1474,3,154.29,No,0.0,9.79,164.08,Returned,2025-06-01 06:53:34
TX1429,ORD1429,P1820,2,10.5,No,0.0,0.57,11.07,Not Returned,
TX1430,ORD1430,P1329,2,380.96,No,0.0,19.29,400.25,Not Returned,
TX1430,ORD1430,P1377,3,314.22,No,0.0,19.98,334.2,Not Returned,
TX1431,ORD1431,P1543,3,319.44,No,0.0,9.84,329.28,Not Returned,
TX1431,ORD1431,P1760,1,80.14,Yes,22.87,24.78,82.05,Not Returned,
TX1432,ORD1432,P1613,2,172.08,Yes,21.64,8.19,158.63,Not Returned,
TX1433,ORD1433,P1418,2,121.8,No,0.0,18.53,140.33,Not Returned,
TX1433,ORD1433,P1888,3,85.44,No,0.0,16.01,101.45,Not Returned,
TX1433,ORD1433,P1165,1,16.81,Yes,2.44,21.77,36.14,Not Returned,
TX1434,ORD1434,P1068,2,40.24,No,0.0,21.75,61.99,Not Returned,
TX1435,ORD1435,P1444,1,50.73,No,0.0,20.03,70.76,Not Returned,
TX1435,ORD1435,P1570,2,253.16,Yes,32.0,17.57,238.73,Not Returned,
TX1436,ORD1436,P1239,1,136.49,Yes,16.91,19.93,139.51,Not Returned,
TX1436,ORD1436,P1467,2,259.8,No,0.0,5.28,265.08,Not Returned,
TX1437,ORD1437,P1972,3,310.47,Yes,48.11,9.03,271.39,Not Returned,
TX1438,ORD1438,P1538,2,992.76,Yes,166.54,13.16,839.38,Not Returned,
TX1438,ORD1438,P1681,3,70.68,No,0.0,10.56,81.24,Not Returned,
TX1438,ORD1438,P1210,2,261.6,Yes,77.04,20.66,205.22,Not Returned,
TX1439,ORD1439,P1711,1,46.96,No,0.0,3.4,50.36,Not Returned,
TX1439,ORD1439,P1515,1,28.88,Yes,3.79,12.36,37.45,Not Returned,
TX1440,ORD1440,P1524,2,212.88,Yes,58.04,3.79,158.63,Not Returned,
TX1441,ORD1441,P1384,2,285.52,No,0.0,20.24,305.76,Not Returned,
TX1441,ORD1441,P1151,2,108.76,Yes,32.38,6.94,83.32,Not Returned,
TX1442,ORD1442,P1099,1,455.45,Yes,71.5,4.12,388.07,Returned,2025-05-12 21:56:21
TX1443,ORD1443,P1503,3,570.24,Yes,114.78,17.61,473.07,Not Returned,
TX1443,ORD1443,P1193,2,545.1,Yes,145.8,9.44,408.74,Not Returned,
TX1444,ORD1444,P1980,3,539.25,Yes,63.59,5.53,481.19,Not Returned,
TX1445,ORD1445,P1278,1,70.34,Yes,19.26,13.76,64.84,Not Returned,
TX1445,ORD1445,P1058,1,38.28,Yes,7.18,18.79,49.89,Not Returned,
TX1445,ORD1445,P1200,1,27.58,No,0.0,2.63,30.21,Not Returned,
TX1446,ORD1446,P1607,2,365.38,No,0.0,13.3,378.68,Not Returned,
TX1447,ORD1447,P1512,2,172.38,Yes,18.64,12.59,166.33,Not Returned,
TX1448,ORD1448,P1676,3,550.83,Yes,61.03,5.76,495.56,Not Returned,
TX1449,ORD1449,P1931,1,283.15,Yes,83.28,14.28,214.15,Not Returned,
TX1449,ORD1449,P1661,3,80.25,No,0.0,18.63,98.88,Not Returned,
TX1449,ORD1449,P1767,1,24.86,No,0.0,6.1,30.96,Not Returned,
TX1450,ORD1450,P1309,2,43.84,Yes,12.69,0.91,32.06,Not Returned,
TX1450,ORD1450,P1364,1,423.27,Yes,120.18,5.36,308.45,Returned,2025-04-11 19:38:34
TX1450,ORD1450,P1888,2,56.96,Yes,10.68,18.48,64.76,Not Returned,
TX1451,ORD1451,P1107,3,60.99,No,0.0,6.84,67.83,Not Returned,
TX1451,ORD1451,P1222,3,325.02,Yes,57.32,16.7,284.4,Not Returned,
TX1451,ORD1451,P1836,1,276.96,No,0.0,24.75,301.71,Not Returned,
TX1452,ORD1452,P1159,2,178.06,No,0.0,11.51,189.57,Returned,2025-05-12 16:55:08
TX1452,ORD1452,P1239,2,272.98,No,0.0,20.6,293.58,Not Returned,
TX1452,ORD1452,P1645,2,131.4,Yes,19.71,21.83,133.52,Not Returned,
TX1453,ORD1453,P1118,1,10.35,No,0.0,4.98,15.33,Not Returned,
TX1454,ORD1454,P1483,2,630.86,Yes,93.73,24.09,561.22,Returned,2025-04-14 16:17:25
TX1455,ORD1455,P1200,1,27.58,Yes,7.35,20.94,41.17,Returned,2025-05-24 01:38:55
TX1455,ORD1455,P1164,2,45.84,No,0.0,21.28,67.12,Not Returned,
TX1456,ORD1456,P1112,2,27.96,No,0.0,24.3,52.26,Not Returned,
TX1457,ORD1457,P1420,2,14.2,No,0.0,21.03,35.23,Not Returned,
TX1457,ORD1457,P1294,1,52.31,Yes,14.69,19.96,57.58,Not Returned,
TX1458,ORD1458,P1501,2,6.42,No,0.0,9.69,16.11,Not Returned,
TX1458,ORD1458,P1845,3,93.0,Yes,15.95,2.09,79.14,Not Returned,
TX1458,ORD1458,P1357,1,20.52,Yes,5.73,24.57,39.36,Not Returned,
TX1459,ORD1459,P1415,2,192.38,Yes,42.2,17.58,167.76,Not Returned,
TX1459,ORD1459,P1577,1,122.92,No,0.0,19.92,142.84,Not Returned,
TX1459,ORD1459,P1658,3,1437.27,No,0.0,22.87,1460.14,Not Returned,
TX1460,ORD1460,P1604,3,83.01,Yes,21.41,11.37,72.97,Not Returned,
TX1460,ORD1460,P1308,2,8.62,Yes,1.53,8.28,15.37,Returned,2025-05-06 04:37:27
TX1460,ORD1460,P1461,3,387.63,Yes,46.43,21.71,362.91,Returned,2025-05-02 04:37:27
TX1461,ORD1461,P1664,2,168.92,No,0.0,4.52,173.44,Not Returned,
TX1462,ORD1462,P1152,1,27.25,No,0.0,7.19,34.44,Returned,2025-03-27 17:08:23
TX1462,ORD1462,P1180,1,109.39,No,0.0,4.42,113.81,Not Returned,
TX1462,ORD1462,P1842,3,192.21,No,0.0,1.19,193.4,Not Returned,
TX1463,ORD1463,P1454,3,1405.65,No,0.0,16.96,1422.61,Not Returned,
TX1464,ORD1464,P1699,1,4.54,Yes,0.9,8.41,12.05,Not Returned,
TX1464,ORD1464,P1203,2,51.7,Yes,10.51,21.04,62.23,Not Returned,
TX1465,ORD1465,P1203,1,25.85,No,0.0,7.6,33.45,Not Returned,
TX1466,ORD1466,P1105,1,216.78,Yes,32.48,6.67,190.97,Not Returned,
TX1466,ORD1466,P1282,3,422.7,No,0.0,2.1,424.8,Not Returned,
TX1466,ORD1466,P1688,3,86.31,No,0.0,19.34,105.65,Not Returned,
TX1467,ORD1467,P1490,3,71.49,No,0.0,7.0,78.49,Not Returned,
TX1467,ORD1467,P1919,1,39.24,No,0.0,7.67,46.91,Not Returned,
TX1468,ORD1468,P1148,1,14.95,No,0.0,16.78,31.73,Not Returned,
TX1468,ORD1468,P1922,1,36.37,No,0.0,3.83,40.2,Returned,2025-03-25 22:31:59
TX1469,ORD1469,P1238,3,116.07,No,0.0,0.99,117.06,Not Returned,
TX1469,ORD1469,P1170,1,45.25,No,0.0,10.47,55.72,Not Returned,
TX1470,ORD1470,P1344,1,33.37,Yes,6.63,17.66,44.4,Returned,2025-04-03 07:47:11
TX1470,ORD1470,P1489,3,157.32,No,0.0,24.86,182.18,Not Returned,
TX1471,ORD1471,P1251,1,17.83,Yes,5.32,16.78,29.29,Not Returned,
TX1471,ORD1471,P1385,1,13.02,Yes,3.5,21.23,30.75,Not Returned,
TX1471,ORD1471,P1171,3,132.27,No,0.0,14.7,146.97,Not Returned,
TX1472,ORD1472,P1735,3,184.89,No,0.0,14.39,199.28,Not Returned,
TX1472,ORD1472,P1271,2,95.62,Yes,14.02,8.8,90.4,Not Returned,
TX1472,ORD1472,P1184,1,46.03,Yes,9.63,3.2,39.6,Not Returned,
TX1473,ORD1473,P1859,1,41.14,No,0.0,14.01,55.15,Not Returned,
TX1474,ORD1474,P1256,2,42.76,Yes,10.13,15.24,47.87,Not Returned,
