campaign_id,channel,touchpoint_type,touch_date,campaign_medium,utm_source,utm_campaign,touchpoint_status,conversion_flag,time_to_conversion,creative_id,segment_id,frequency,reach,click_through_rate,cost_per_click,landing_page_url
CAM1001,social,text,2025-05-13 11:37:01,cpm,facebook,utm_846,clicked,0,,CR727,S512,3,7075,0.015,4.88,http://www.barnett-white.info/
CAM1007,email,banner,2025-03-01 08:50:20,cpm,google,utm_374,seen,0,,CR927,S664,1,2434,0.144,3.66,https://lamb.biz/
CAM1007,social,popup,2025-03-15 19:41:00,cpc,facebook,utm_598,converted,1,27.0,CR424,S228,5,7734,0.034,4.69,http://huber.info/
CAM1003,display,popup,2025-05-25 19:34:33,cpv,linkedin,utm_619,converted,1,44.0,CR364,S821,1,8707,0.135,1.76,https://chase.info/
CAM1007,display,popup,2025-04-15 08:22:43,cpv,facebook,utm_796,seen,0,,CR924,S962,3,9537,0.02,4.84,http://www.brown.biz/
CAM1001,social,video,2025-05-30 13:13:50,cpv,facebook,utm_580,seen,0,,CR610,S624,4,4503,0.164,3.39,http://cunningham.com/
CAM1002,social,banner,2025-03-23 20:16:24,cpv,mailchimp,utm_670,seen,0,,CR711,S462,3,2332,0.043,2.55,https://parker.biz/
CAM1005,social,banner,2025-05-25 07:31:52,cpm,linkedin,utm_422,clicked,0,,CR831,S992,5,6401,0.136,2.01,https://www.hernandez.biz/
CAM1005,display,popup,2025-05-21 21:26:34,cpv,facebook,utm_978,clicked,0,,CR566,S442,4,2596,0.072,3.56,https://kelly.com/
CAM1004,social,text,2025-03-02 16:03:36,cpc,facebook,utm_762,converted,1,5.0,CR488,S571,1,1636,0.15,2.19,https://day-miller.com/
CAM1001,search,text,2025-03-10 19:31:21,cpc,mailchimp,utm_606,seen,0,,CR747,S403,1,5883,0.105,2.41,https://www.pierce.com/
CAM1004,email,video,2025-05-23 05:21:41,cpv,linkedin,utm_359,seen,0,,CR458,S518,5,3001,0.147,3.05,https://www.perez-byrd.com/
CAM1000,search,video,2025-04-18 14:06:58,cpv,facebook,utm_199,clicked,0,,CR846,S296,2,8928,0.042,3.05,http://www.black.com/
CAM1007,social,video,2025-04-09 08:04:19,cpc,facebook,utm_938,clicked,0,,CR754,S262,4,9098,0.124,0.11,https://reed.com/
CAM1005,email,banner,2025-03-05 05:55:37,cpm,facebook,utm_999,clicked,0,,CR582,S971,1,7780,0.056,3.22,http://www.ochoa.com/
CAM1002,search,text,2025-03-20 00:53:02,cpv,google,utm_203,seen,0,,CR607,S324,1,1576,0.093,2.94,https://www.lopez.biz/
CAM1002,social,popup,2025-03-05 22:44:24,cpv,google,utm_506,converted,1,38.0,CR242,S620,5,3402,0.142,1.83,https://colon.info/
CAM1000,display,text,2025-03-14 19:31:51,cpc,facebook,utm_361,clicked,0,,CR541,S232,2,8653,0.107,4.99,http://archer.com/
CAM1003,social,popup,2025-03-07 01:35:36,cpv,linkedin,utm_495,clicked,0,,CR195,S553,5,7784,0.013,2.61,http://www.griffin.com/
CAM1005,display,banner,2025-03-08 18:50:14,cpv,linkedin,utm_164,converted,1,5.0,CR875,S266,4,7606,0.053,4.27,http://mays.com/
CAM1000,search,banner,2025-05-29 05:23:13,cpv,mailchimp,utm_546,converted,1,21.0,CR681,S295,5,3840,0.173,1.97,https://www.rodriguez.info/
CAM1000,email,banner,2025-05-12 13:53:27,cpv,linkedin,utm_284,seen,0,,CR684,S517,5,6615,0.026,4.33,http://peters.biz/
CAM1006,display,video,2025-05-25 20:06:59,cpv,facebook,utm_397,converted,1,9.0,CR135,S484,3,3789,0.149,0.56,http://espinoza.net/
CAM1004,email,text,2025-03-26 02:02:48,cpm,mailchimp,utm_782,seen,0,,CR850,S772,2,4402,0.074,2.58,http://owens.com/
CAM1001,social,video,2025-05-01 00:56:43,cpm,google,utm_957,seen,0,,CR688,S679,1,3678,0.196,4.07,http://www.mullen.com/
CAM1007,display,popup,2025-04-02 18:53:28,cpv,linkedin,utm_441,seen,0,,CR102,S872,5,4659,0.165,2.78,http://www.kennedy.net/
CAM1003,display,video,2025-04-21 07:27:29,cpv,linkedin,utm_202,converted,1,34.0,CR571,S906,5,6095,0.02,0.29,https://www.taylor-mcdonald.com/
CAM1006,social,popup,2025-05-09 10:12:28,cpv,google,utm_476,seen,0,,CR743,S907,4,2314,0.027,3.5,http://dougherty.biz/
CAM1007,display,video,2025-03-03 16:03:25,cpc,google,utm_413,seen,0,,CR267,S910,5,3226,0.096,2.53,http://anderson.org/
CAM1000,display,text,2025-05-25 08:29:13,cpm,facebook,utm_646,seen,0,,CR667,S818,4,1088,0.101,4.94,https://henry-martinez.com/
CAM1003,email,video,2025-04-17 02:30:56,cpc,linkedin,utm_657,seen,0,,CR546,S939,2,9644,0.091,2.15,https://www.west.net/
CAM1006,social,popup,2025-05-23 19:36:51,cpv,mailchimp,utm_852,clicked,0,,CR882,S287,4,3551,0.148,4.61,http://www.yates.com/
CAM1001,display,banner,2025-05-05 09:55:10,cpc,google,utm_136,seen,0,,CR941,S306,2,5322,0.137,4.31,https://camacho-mason.com/
CAM1007,search,text,2025-03-17 11:28:04,cpv,google,utm_687,converted,1,36.0,CR697,S721,1,1062,0.124,4.57,https://lindsey.com/
CAM1006,display,banner,2025-05-25 02:01:04,cpv,linkedin,utm_528,clicked,0,,CR980,S284,5,8557,0.062,1.04,https://www.cordova.biz/
CAM1006,search,popup,2025-04-26 19:20:08,cpc,linkedin,utm_406,seen,0,,CR493,S436,3,6391,0.078,4.08,http://caldwell.info/
CAM1004,social,video,2025-03-26 04:52:08,cpm,google,utm_850,clicked,0,,CR414,S120,5,6719,0.183,0.57,https://price.com/
CAM1000,search,text,2025-03-07 10:28:27,cpv,mailchimp,utm_883,seen,0,,CR409,S711,3,6096,0.186,1.13,https://www.lane.com/
CAM1001,email,text,2025-03-09 16:24:59,cpv,facebook,utm_218,clicked,0,,CR556,S527,5,8697,0.049,1.39,https://www.wilson.com/
CAM1001,social,text,2025-04-07 17:01:35,cpm,facebook,utm_853,seen,0,,CR138,S635,3,9171,0.05,3.29,http://www.pennington-robinson.com/
CAM1003,email,video,2025-03-05 12:10:04,cpv,facebook,utm_107,seen,0,,CR613,S911,5,5888,0.156,3.24,https://www.allison-warner.com/
CAM1004,email,text,2025-04-30 04:42:40,cpc,google,utm_521,seen,0,,CR754,S918,1,4524,0.176,1.66,http://www.weaver-carter.com/
CAM1005,display,video,2025-03-22 09:32:50,cpc,google,utm_502,clicked,0,,CR198,S362,4,6849,0.136,4.69,http://www.durham-rodgers.org/
CAM1004,email,text,2025-05-18 13:57:58,cpc,mailchimp,utm_604,clicked,0,,CR694,S379,5,9145,0.098,2.09,http://www.hodge-williams.com/
CAM1000,search,text,2025-04-05 18:12:12,cpm,linkedin,utm_126,seen,0,,CR225,S808,1,6689,0.17,4.8,http://cortez-gallagher.net/
CAM1001,display,video,2025-04-07 16:25:10,cpm,facebook,utm_269,clicked,0,,CR862,S619,5,9971,0.06,3.33,https://bauer.org/
CAM1003,display,text,2025-05-23 17:46:29,cpm,linkedin,utm_260,clicked,0,,CR341,S768,1,5770,0.159,3.79,https://www.pierce-davis.com/
CAM1007,email,popup,2025-03-02 15:47:23,cpm,facebook,utm_799,seen,0,,CR576,S795,5,6927,0.022,1.34,http://fisher-mack.com/
CAM1001,search,text,2025-04-17 15:08:36,cpc,google,utm_287,converted,1,5.0,CR322,S291,4,9542,0.125,1.53,https://www.kennedy-arnold.com/
CAM1005,social,text,2025-05-12 06:43:03,cpv,google,utm_774,clicked,0,,CR484,S267,4,2899,0.085,3.04,http://www.townsend.com/
CAM1001,display,text,2025-05-18 08:51:56,cpv,google,utm_883,converted,1,32.0,CR814,S309,3,7564,0.129,4.35,http://www.vargas.info/
CAM1005,email,banner,2025-04-19 04:40:20,cpc,google,utm_514,converted,1,13.0,CR937,S172,1,2033,0.143,4.97,http://green-bennett.com/
CAM1002,email,popup,2025-05-14 00:35:03,cpc,mailchimp,utm_381,seen,0,,CR364,S490,4,4639,0.02,0.6,https://www.navarro.com/
CAM1002,display,text,2025-03-29 16:52:52,cpc,linkedin,utm_294,clicked,0,,CR358,S367,4,2232,0.111,4.94,https://kirby.info/
CAM1006,display,banner,2025-04-15 11:49:58,cpv,linkedin,utm_914,seen,0,,CR611,S834,5,7522,0.19,0.27,http://www.brown-garcia.info/
CAM1003,search,text,2025-03-20 18:21:44,cpm,facebook,utm_811,seen,0,,CR944,S977,1,5435,0.093,4.7,http://ward.info/
CAM1000,search,video,2025-04-21 14:37:17,cpv,mailchimp,utm_830,seen,0,,CR571,S811,5,4523,0.104,2.54,http://sharp.com/
CAM1005,social,banner,2025-03-23 03:54:35,cpv,facebook,utm_515,seen,0,,CR564,S190,4,8007,0.029,3.73,http://www.phillips-jones.com/
CAM1003,social,popup,2025-04-18 20:40:07,cpm,linkedin,utm_223,seen,0,,CR540,S116,2,1910,0.169,3.63,https://white.com/
CAM1004,email,video,2025-03-26 04:49:08,cpm,facebook,utm_266,clicked,0,,CR668,S690,1,9744,0.147,3.84,https://barry.net/
CAM1000,search,text,2025-04-20 02:49:12,cpv,mailchimp,utm_198,seen,0,,CR758,S475,4,7842,0.036,0.27,https://www.butler-king.com/
CAM1006,email,banner,2025-04-13 05:40:11,cpm,linkedin,utm_589,seen,0,,CR714,S171,5,2733,0.115,1.33,https://www.mendoza.com/
CAM1000,display,video,2025-04-02 20:11:47,cpc,mailchimp,utm_401,clicked,0,,CR187,S190,2,2908,0.158,1.76,http://butler-taylor.org/
CAM1003,search,banner,2025-03-13 04:09:26,cpm,google,utm_908,seen,0,,CR182,S769,4,4646,0.106,0.6,http://gordon.com/
CAM1001,display,popup,2025-05-17 09:54:58,cpm,google,utm_342,seen,0,,CR456,S990,3,6729,0.125,1.99,https://shelton.com/
CAM1007,email,text,2025-05-15 11:31:18,cpv,linkedin,utm_368,seen,0,,CR859,S778,2,7849,0.164,4.1,http://reed.net/
CAM1000,display,popup,2025-05-20 23:55:44,cpm,mailchimp,utm_437,clicked,0,,CR831,S703,3,6959,0.124,3.16,http://lane.com/
CAM1004,display,text,2025-05-27 20:20:58,cpm,mailchimp,utm_755,seen,0,,CR527,S720,4,9142,0.154,3.87,https://lynn-frank.com/
CAM1003,email,video,2025-03-19 15:02:51,cpc,linkedin,utm_492,seen,0,,CR242,S979,3,7342,0.031,4.47,https://brown-wells.org/
CAM1001,search,text,2025-05-25 14:49:35,cpm,linkedin,utm_611,seen,0,,CR781,S781,5,1465,0.106,1.17,https://morgan.com/
CAM1005,search,text,2025-04-26 23:06:07,cpm,facebook,utm_543,clicked,0,,CR685,S245,2,6465,0.192,0.41,http://www.green.biz/
CAM1005,email,banner,2025-05-12 18:38:45,cpm,google,utm_770,seen,0,,CR538,S623,3,2618,0.011,4.99,http://clark.com/
CAM1002,display,banner,2025-04-16 19:28:48,cpm,mailchimp,utm_587,clicked,0,,CR333,S826,4,9154,0.163,1.21,http://www.huff.info/
CAM1005,display,banner,2025-04-11 08:28:49,cpv,linkedin,utm_905,clicked,0,,CR617,S396,5,5855,0.03,1.41,http://henderson.com/
CAM1002,display,banner,2025-03-16 07:16:07,cpc,facebook,utm_581,clicked,0,,CR927,S865,4,7958,0.176,3.38,https://www.adams-tran.org/
CAM1003,display,text,2025-04-23 17:39:10,cpc,google,utm_912,converted,1,41.0,CR542,S411,1,4136,0.197,3.51,http://www.thompson-garcia.biz/
CAM1000,email,banner,2025-04-26 04:12:01,cpc,google,utm_747,clicked,0,,CR459,S892,5,1315,0.072,3.38,http://www.gates.com/
CAM1001,display,banner,2025-05-12 12:21:01,cpm,linkedin,utm_116,clicked,0,,CR731,S352,3,8642,0.077,1.89,https://www.shea.com/
CAM1001,social,video,2025-05-05 21:16:18,cpm,linkedin,utm_224,clicked,0,,CR821,S148,3,7173,0.076,1.5,https://poole-brown.net/
CAM1003,search,text,2025-03-03 10:53:27,cpc,google,utm_848,clicked,0,,CR415,S984,1,6999,0.151,0.59,http://stephenson-malone.com/
CAM1005,social,banner,2025-05-18 06:38:12,cpv,google,utm_959,clicked,0,,CR535,S677,3,3323,0.168,3.8,http://griffin.com/
CAM1001,email,popup,2025-05-06 12:45:01,cpc,google,utm_796,seen,0,,CR253,S846,2,9849,0.022,3.1,http://www.aguilar-clark.biz/
CAM1003,email,popup,2025-05-21 01:59:44,cpc,linkedin,utm_766,clicked,0,,CR768,S279,5,2383,0.173,0.41,https://www.rangel-bennett.com/
CAM1000,email,text,2025-05-22 19:11:41,cpc,mailchimp,utm_391,seen,0,,CR914,S669,1,1618,0.059,3.74,http://hart.biz/
CAM1001,search,text,2025-03-24 11:07:21,cpv,mailchimp,utm_902,seen,0,,CR155,S466,4,6877,0.168,4.02,http://www.johnson.com/
CAM1005,search,banner,2025-03-06 21:49:37,cpc,facebook,utm_713,converted,1,44.0,CR558,S349,5,2988,0.109,4.7,http://chandler.com/
CAM1001,search,popup,2025-05-07 20:30:37,cpc,mailchimp,utm_490,seen,0,,CR705,S292,1,5631,0.129,0.68,http://www.murray.info/
CAM1007,email,banner,2025-03-18 11:51:19,cpc,google,utm_672,converted,1,20.0,CR344,S916,1,4629,0.154,1.54,http://www.wilson.com/
CAM1003,display,banner,2025-03-29 23:28:27,cpc,linkedin,utm_931,seen,0,,CR774,S342,1,9975,0.153,3.37,https://www.rivas.biz/
CAM1003,email,text,2025-04-13 22:32:49,cpc,google,utm_776,converted,1,21.0,CR630,S789,5,4378,0.187,4.43,https://chavez.net/
CAM1007,search,popup,2025-05-02 13:50:36,cpm,linkedin,utm_479,clicked,0,,CR300,S874,2,4476,0.136,1.64,https://chapman.org/
CAM1006,search,popup,2025-05-12 17:06:24,cpm,mailchimp,utm_970,seen,0,,CR229,S231,3,4117,0.067,4.41,https://www.sharp-wagner.net/
CAM1005,social,banner,2025-04-12 05:16:18,cpc,facebook,utm_925,seen,0,,CR446,S809,1,9892,0.032,3.05,https://www.goodman-chaney.biz/
CAM1006,search,banner,2025-05-22 04:27:32,cpm,google,utm_350,seen,0,,CR509,S712,1,9903,0.177,4.34,http://www.gardner.com/
CAM1005,search,popup,2025-04-24 20:38:58,cpm,mailchimp,utm_890,seen,0,,CR789,S838,4,8574,0.198,4.41,http://www.lopez.com/
CAM1001,search,banner,2025-05-15 09:40:40,cpm,mailchimp,utm_826,clicked,0,,CR606,S960,2,5090,0.102,4.02,https://www.johnson.com/
CAM1003,search,text,2025-04-26 18:38:23,cpv,facebook,utm_846,converted,1,2.0,CR157,S213,1,1550,0.048,1.64,http://www.bailey.com/
CAM1002,email,text,2025-03-21 00:41:25,cpc,facebook,utm_734,seen,0,,CR340,S638,3,9851,0.022,2.61,http://www.sanchez.com/
CAM1000,search,video,2025-03-15 22:45:45,cpc,mailchimp,utm_174,seen,0,,CR750,S372,4,4848,0.193,0.33,https://castaneda-brown.org/
CAM1004,display,text,2025-05-25 21:35:05,cpv,facebook,utm_379,seen,0,,CR466,S842,3,6653,0.153,1.25,http://murphy-robbins.com/
CAM1001,social,video,2025-03-22 22:42:10,cpm,linkedin,utm_368,converted,1,47.0,CR646,S752,4,6774,0.113,3.39,https://logan.com/
CAM1004,email,popup,2025-03-19 17:08:08,cpm,linkedin,utm_916,seen,0,,CR853,S310,4,2405,0.078,0.3,http://long.org/
CAM1004,social,popup,2025-04-11 10:24:38,cpv,facebook,utm_551,converted,1,31.0,CR191,S908,5,6778,0.192,0.24,http://www.johnson.com/
CAM1002,social,popup,2025-03-12 21:19:35,cpm,linkedin,utm_326,clicked,0,,CR805,S329,5,7618,0.07,1.61,http://davis-hobbs.com/
CAM1003,display,text,2025-04-13 03:21:58,cpc,google,utm_509,clicked,0,,CR434,S487,3,4458,0.187,2.36,https://velez-carr.org/
CAM1002,email,video,2025-03-14 00:00:11,cpc,linkedin,utm_616,clicked,0,,CR375,S953,5,5571,0.049,3.35,http://www.sanchez.biz/
CAM1007,search,text,2025-03-20 05:34:41,cpm,facebook,utm_581,seen,0,,CR313,S783,3,2580,0.131,4.9,http://parker-watson.com/
CAM1005,email,popup,2025-03-07 08:46:51,cpc,linkedin,utm_522,clicked,0,,CR838,S407,3,4894,0.186,2.02,http://larson.com/
CAM1005,search,video,2025-04-24 23:42:28,cpm,google,utm_284,seen,0,,CR549,S491,2,6685,0.095,0.83,http://howell-robles.org/
CAM1004,social,text,2025-03-13 20:36:19,cpm,google,utm_447,seen,0,,CR545,S220,5,5709,0.024,4.56,http://jones-perez.info/
CAM1000,social,video,2025-04-06 03:42:05,cpc,linkedin,utm_886,clicked,0,,CR962,S600,4,7194,0.102,2.65,http://raymond.info/
CAM1001,search,text,2025-03-31 22:09:47,cpm,google,utm_253,seen,0,,CR221,S165,3,1753,0.196,2.45,http://reyes-merritt.com/
CAM1006,email,video,2025-05-08 01:57:35,cpm,facebook,utm_962,seen,0,,CR704,S458,4,3204,0.052,3.69,http://west.com/
CAM1004,display,banner,2025-03-01 10:30:28,cpv,facebook,utm_151,seen,0,,CR205,S168,5,2530,0.103,4.0,http://baxter-nelson.com/
CAM1002,email,popup,2025-03-17 03:18:35,cpv,facebook,utm_698,seen,0,,CR188,S665,4,3955,0.02,0.3,http://www.vazquez-dalton.com/
CAM1002,email,popup,2025-03-01 23:08:44,cpv,mailchimp,utm_183,seen,0,,CR907,S933,5,8437,0.059,1.34,https://www.clark-ingram.com/
CAM1003,search,banner,2025-04-26 11:53:39,cpc,google,utm_536,seen,0,,CR428,S513,1,8999,0.014,3.55,http://wade.net/
CAM1001,display,popup,2025-05-22 15:47:41,cpm,linkedin,utm_415,converted,1,27.0,CR285,S198,3,7670,0.151,4.53,https://murray.com/
CAM1002,display,banner,2025-04-06 08:19:33,cpv,linkedin,utm_927,clicked,0,,CR610,S583,1,2853,0.108,0.6,https://www.arellano.net/
CAM1004,display,banner,2025-03-23 22:32:31,cpc,facebook,utm_149,seen,0,,CR927,S995,4,9088,0.105,3.7,https://huynh.com/
CAM1004,social,banner,2025-03-30 08:54:07,cpc,linkedin,utm_606,clicked,0,,CR908,S205,5,8602,0.149,1.07,https://reynolds.biz/
CAM1006,email,banner,2025-05-20 12:54:34,cpc,google,utm_301,clicked,0,,CR198,S472,1,8765,0.095,1.89,http://www.todd.org/
CAM1001,social,video,2025-04-24 04:40:37,cpv,linkedin,utm_705,converted,1,2.0,CR479,S140,2,7250,0.17,2.54,https://howard.com/
CAM1003,search,video,2025-03-17 02:38:34,cpc,facebook,utm_419,seen,0,,CR450,S618,2,6541,0.169,1.12,https://daniels.com/
CAM1004,display,text,2025-05-25 18:31:07,cpv,linkedin,utm_315,seen,0,,CR658,S807,5,2121,0.092,0.46,https://rose.com/
CAM1004,email,popup,2025-05-15 05:30:08,cpv,google,utm_793,clicked,0,,CR921,S721,1,5356,0.072,1.13,https://leon.com/
CAM1003,search,video,2025-05-11 19:31:24,cpm,google,utm_601,seen,0,,CR196,S832,4,4407,0.165,3.34,https://martinez-silva.com/
CAM1002,search,popup,2025-04-05 04:28:57,cpc,mailchimp,utm_895,seen,0,,CR491,S326,3,2864,0.083,4.29,https://www.golden.org/
CAM1001,email,banner,2025-04-08 00:56:13,cpm,facebook,utm_978,seen,0,,CR816,S580,5,5896,0.03,2.57,http://www.white.com/
CAM1007,search,popup,2025-05-13 07:14:07,cpm,facebook,utm_747,clicked,0,,CR568,S815,4,1921,0.157,3.23,http://www.daniel-alvarado.biz/
CAM1005,social,banner,2025-03-17 07:28:28,cpc,linkedin,utm_104,seen,0,,CR193,S190,4,2608,0.109,0.19,https://tran.org/
CAM1003,search,popup,2025-05-13 20:02:40,cpv,google,utm_836,seen,0,,CR371,S214,4,2841,0.078,4.35,https://www.smith.com/
CAM1005,social,banner,2025-03-24 20:29:05,cpv,linkedin,utm_730,converted,1,5.0,CR816,S934,5,5352,0.123,0.64,https://www.hudson-thompson.com/
CAM1003,display,video,2025-05-16 12:18:54,cpm,facebook,utm_746,converted,1,44.0,CR213,S496,3,1805,0.04,3.33,http://jackson-steele.com/
CAM1005,search,banner,2025-03-14 01:07:31,cpc,linkedin,utm_206,seen,0,,CR384,S279,4,5203,0.046,4.18,https://baker.com/
CAM1001,display,popup,2025-04-26 09:09:29,cpc,mailchimp,utm_177,seen,0,,CR680,S813,3,9235,0.045,2.02,https://lopez.com/
CAM1007,display,popup,2025-05-02 19:39:22,cpv,facebook,utm_644,clicked,0,,CR884,S726,3,4508,0.12,3.4,http://www.hall.com/
CAM1006,social,text,2025-04-25 19:39:45,cpc,google,utm_420,seen,0,,CR590,S733,1,3987,0.148,2.72,http://www.hines-ryan.com/
CAM1002,search,video,2025-03-14 01:20:05,cpv,mailchimp,utm_629,seen,0,,CR177,S521,4,2292,0.135,4.55,http://davis-herring.com/
CAM1005,search,text,2025-04-07 02:52:25,cpc,facebook,utm_616,seen,0,,CR351,S928,5,1717,0.153,3.59,http://www.hanna-huynh.com/
CAM1004,search,popup,2025-04-14 19:08:53,cpm,google,utm_897,seen,0,,CR768,S191,3,6458,0.187,0.3,https://www.ross-ross.biz/
CAM1002,display,banner,2025-05-20 16:15:42,cpc,facebook,utm_674,converted,1,11.0,CR672,S742,4,1530,0.107,4.13,http://berg-myers.com/
CAM1005,search,popup,2025-05-08 19:25:03,cpv,linkedin,utm_685,clicked,0,,CR231,S766,2,3086,0.155,0.94,https://www.armstrong.info/
CAM1004,display,banner,2025-03-17 20:12:02,cpc,google,utm_950,clicked,0,,CR553,S699,4,4721,0.2,4.14,http://davis-mckenzie.com/
CAM1001,email,popup,2025-05-23 05:51:46,cpc,mailchimp,utm_303,converted,1,22.0,CR982,S952,3,1742,0.074,3.12,http://www.bird.biz/
CAM1003,social,banner,2025-03-12 03:11:29,cpm,linkedin,utm_883,clicked,0,,CR491,S237,4,5671,0.042,1.52,http://marquez-hanna.com/
CAM1003,social,text,2025-03-14 07:44:18,cpm,google,utm_351,seen,0,,CR389,S902,4,2564,0.135,2.42,http://www.bailey-yoder.com/
CAM1001,display,banner,2025-03-12 07:00:30,cpc,mailchimp,utm_290,clicked,0,,CR829,S928,2,4303,0.112,3.89,http://marshall.biz/
CAM1001,social,video,2025-04-20 19:30:52,cpc,linkedin,utm_399,seen,0,,CR226,S884,1,2170,0.027,3.06,https://shannon-goodwin.biz/
CAM1003,search,text,2025-05-23 08:48:23,cpv,google,utm_361,converted,1,33.0,CR749,S703,5,2959,0.015,0.55,http://carter.com/
CAM1002,display,banner,2025-05-25 10:32:50,cpv,facebook,utm_707,seen,0,,CR683,S714,5,6001,0.055,2.14,https://www.murphy-peterson.net/
CAM1006,display,banner,2025-04-23 10:42:32,cpc,mailchimp,utm_152,seen,0,,CR318,S804,3,4415,0.017,2.6,https://www.huff.org/
CAM1007,display,text,2025-04-29 18:12:32,cpv,facebook,utm_383,converted,1,14.0,CR167,S947,1,7217,0.071,3.52,http://www.terry-williams.com/
CAM1001,email,banner,2025-03-28 20:49:51,cpv,linkedin,utm_415,converted,1,11.0,CR540,S576,3,6936,0.092,3.52,http://adams-adams.info/
CAM1001,display,banner,2025-03-17 07:58:37,cpv,facebook,utm_194,seen,0,,CR814,S503,2,4427,0.176,4.6,http://patterson-rogers.com/
CAM1002,search,text,2025-04-18 15:22:31,cpc,google,utm_572,clicked,0,,CR171,S739,4,9115,0.176,2.26,https://hudson-bright.com/
CAM1005,search,banner,2025-04-04 20:22:48,cpc,google,utm_526,clicked,0,,CR525,S139,1,1043,0.194,1.89,https://perez.net/
CAM1000,email,video,2025-04-25 03:06:59,cpv,linkedin,utm_600,clicked,0,,CR751,S316,4,6207,0.037,3.47,http://mcdonald.com/
CAM1003,display,banner,2025-03-07 03:18:41,cpv,mailchimp,utm_511,seen,0,,CR597,S532,2,3227,0.152,2.11,http://www.morgan.com/
CAM1007,search,text,2025-04-16 18:27:46,cpc,facebook,utm_400,converted,1,43.0,CR930,S759,5,8869,0.101,1.83,https://www.myers.com/
CAM1004,social,popup,2025-04-01 04:39:11,cpc,google,utm_250,clicked,0,,CR513,S412,2,8438,0.029,2.19,http://www.norman.biz/
CAM1007,social,video,2025-03-05 20:18:03,cpv,mailchimp,utm_124,seen,0,,CR912,S933,2,1749,0.127,3.25,https://reid.info/
CAM1003,search,banner,2025-04-19 01:10:31,cpc,facebook,utm_791,seen,0,,CR367,S525,2,2696,0.105,2.96,https://bryant.biz/
CAM1007,email,video,2025-03-08 23:53:58,cpm,facebook,utm_502,converted,1,10.0,CR459,S143,2,9615,0.158,3.76,https://scott-gutierrez.info/
CAM1007,email,video,2025-03-13 18:07:21,cpv,linkedin,utm_704,converted,1,39.0,CR583,S376,1,2640,0.092,3.84,https://www.tran-lamb.com/
CAM1006,email,banner,2025-04-05 16:54:11,cpc,mailchimp,utm_881,clicked,0,,CR646,S619,4,3239,0.081,1.41,https://www.watson.com/
CAM1000,search,text,2025-03-06 19:22:06,cpm,linkedin,utm_978,clicked,0,,CR384,S687,3,6796,0.138,2.17,http://middleton-jackson.com/
CAM1002,social,banner,2025-03-02 01:50:54,cpm,facebook,utm_928,seen,0,,CR626,S362,3,7171,0.128,3.09,https://terry.net/
CAM1000,search,popup,2025-04-07 09:15:06,cpv,facebook,utm_798,seen,0,,CR718,S337,4,9123,0.018,1.87,http://cox.com/
CAM1006,social,text,2025-04-02 18:20:27,cpm,linkedin,utm_277,converted,1,27.0,CR420,S352,2,1300,0.149,0.54,http://www.wright.net/
CAM1003,search,video,2025-03-24 20:23:57,cpv,facebook,utm_804,seen,0,,CR879,S810,5,1581,0.035,0.49,http://www.webb-alexander.com/
CAM1004,display,popup,2025-03-03 03:51:13,cpm,linkedin,utm_992,seen,0,,CR620,S461,2,6265,0.169,2.85,https://moody.com/
CAM1002,social,video,2025-03-18 18:30:20,cpc,mailchimp,utm_543,seen,0,,CR437,S870,4,7049,0.152,4.76,http://barron-alvarez.org/
CAM1007,email,video,2025-05-02 08:50:15,cpv,linkedin,utm_475,clicked,0,,CR122,S633,2,3653,0.034,0.71,https://www.smith.net/
CAM1005,search,video,2025-04-11 20:05:17,cpv,linkedin,utm_611,seen,0,,CR811,S722,4,2389,0.063,3.17,https://www.wolf.com/
CAM1005,social,video,2025-04-07 14:15:59,cpc,mailchimp,utm_623,converted,1,38.0,CR750,S433,2,4149,0.117,0.82,https://www.perry.net/
CAM1003,search,text,2025-05-07 08:12:14,cpc,facebook,utm_742,converted,1,43.0,CR272,S664,2,2975,0.104,4.07,https://harmon.com/
CAM1003,email,banner,2025-05-22 08:21:26,cpv,google,utm_742,seen,0,,CR518,S365,5,1167,0.076,4.43,http://taylor.com/
CAM1004,search,popup,2025-03-26 11:20:49,cpv,linkedin,utm_444,converted,1,48.0,CR576,S605,1,2178,0.055,1.18,https://www.lin.biz/
CAM1000,social,banner,2025-04-07 22:31:23,cpc,facebook,utm_552,converted,1,29.0,CR637,S261,3,4263,0.085,0.78,http://www.farmer.com/
CAM1002,display,banner,2025-04-26 02:33:32,cpv,linkedin,utm_462,clicked,0,,CR967,S835,1,3707,0.145,2.39,http://harding.org/
CAM1001,search,banner,2025-03-18 05:09:55,cpv,linkedin,utm_554,clicked,0,,CR295,S553,5,7517,0.072,2.84,http://www.wilson-moore.com/
CAM1000,search,text,2025-05-25 18:51:56,cpm,linkedin,utm_722,seen,0,,CR368,S960,2,1406,0.154,1.35,http://www.davis-mclaughlin.com/
CAM1007,display,popup,2025-04-21 20:03:42,cpc,mailchimp,utm_932,converted,1,1.0,CR390,S876,5,6750,0.021,3.82,https://baker.com/
CAM1002,email,banner,2025-03-21 00:35:23,cpc,linkedin,utm_677,seen,0,,CR281,S762,5,6711,0.087,1.22,http://www.wise.org/
CAM1000,email,text,2025-05-07 05:14:36,cpm,mailchimp,utm_533,converted,1,3.0,CR135,S439,2,7531,0.123,3.12,http://www.howard-cunningham.biz/
